iter	RMSE
165	0.01084488472
166	0.01080344832
167	0.01076569534
168	0.01074100001
169	0.01072542965
170	0.01070645948
171	0.01069136032
172	0.01065654846
173	0.01063677983
174	0.01060015041
175	0.01057523982
176	0.01054313335
177	0.01050439809
178	0.01048393402
179	0.01046859741
180	0.01045593067
181	0.01043801911
182	0.01041149417
183	0.0103833382
184	0.01037082598
185	0.01036062963
186	0.01034908845
187	0.01031651046
188	0.01025632968
189	0.01024205287
190	0.01021993117
191	0.01020277457
192	0.01018969238
193	0.01017175272
194	0.01015581379
195	0.01013984088
196	0.01011278967
197	0.01009112171
198	0.01007895873
199	0.01004976003
200	0.01002057034
201	0.009988818422
202	0.009972677662
203	0.009960294478
204	0.009943841327
205	0.009901616452
206	0.009890715102
207	0.009872259441
208	0.009860667382
209	0.00985413379
210	0.00984179281
211	0.009833750037
212	0.009826048192
213	0.00980960538
214	0.009790608228
215	0.009776417249
216	0.009763776023
217	0.009743816372
218	0.009728162944
219	0.00970867866
220	0.009696356674
221	0.00968783448
222	0.009669372349
223	0.009659794612
224	0.009650398307
225	0.009634886278
226	0.009603106951
227	0.009591090444
228	0.009582981052
229	0.009561720226
230	0.009547079307
231	0.009524164115
232	0.009508028749
233	0.009488946939
234	0.009479490948
235	0.009429418422
236	0.009420179459
237	0.009392708726
238	0.009357982548
239	0.009347447598
240	0.00933889427
241	0.009327137605
242	0.009314529098
243	0.009305154649
244	0.009298960252
245	0.00929304513
246	0.009285772634
247	0.009253726901
248	0.009245353364
249	0.009232155489
250	0.009224845571
251	0.009217841511
252	0.009211511809
253	0.009183903554
254	0.009174755412
255	0.009159772243
256	0.009114831433
257	0.009103745314
258	0.009097195214
259	0.009079161334
260	0.009071392038
261	0.009058309889
262	0.009050498028
263	0.009042277836
264	0.009031680055
265	0.009023961933
266	0.009018865112
267	0.009011749436
268	0.009000904895
269	0.008995943947
270	0.008988828212
271	0.008976755864
272	0.008971926842
273	0.008965069613
274	0.008947532339
275	0.00894172408
276	0.008938375111
277	0.008919603899
278	0.008903322346
279	0.008896485848
280	0.008880090427
281	0.008874112447
282	0.008864200642
283	0.008856033904
284	0.008850075335
285	0.008824591804
286	0.008821623741
287	0.008812963874
288	0.008806753463
289	0.008801326888
290	0.008790115273
291	0.008775044516
292	0.008767117701
293	0.008761638777
294	0.008753708481
295	0.008743230197
296	0.008722807162
297	0.008715324819
298	0.008711803965
299	0.008704549651
300	0.008700069612
301	0.008683576694
302	0.008668713205
303	0.008665875347
304	0.008660643074
305	0.008654877453
306	0.008642388405
307	0.008637986876
308	0.008628764571
309	0.008625833532
310	0.008618817694
311	0.008603273942
312	0.00859518095
313	0.008592620847
314	0.008585030446
315	0.008575731607
316	0.008571528095
317	0.008561408054
318	0.008542645606
319	0.008524339258
320	0.00851562269
321	0.008505827124
322	0.008502327849
323	0.008496559396
324	0.008483799456
325	0.008467912225
326	0.008457222155
327	0.008446375118
328	0.008429387665
329	0.008406221068
330	0.008396086945
331	0.008392867631
332	0.008386729549
333	0.008379499031
334	0.008373674289
335	0.008369831647
336	0.008358376652
337	0.008353599015
338	0.008348493659
339	0.00834042413
340	0.008333844642
341	0.008328828421
342	0.008321195522
343	0.00828739214
344	0.008284103231
345	0.008265710634
346	0.008263026256
347	0.008256183031
348	0.008251323073
349	0.008246769758
350	0.008237285412
351	0.008234311842
352	0.008227847676
353	0.008222136198
354	0.008195761498
355	0.008192423926
356	0.008185428495
357	0.008181048706
358	0.008172747343
359	0.008169364525
360	0.008162398624
361	0.008157822127
362	0.008155353113
363	0.008151555479
364	0.008143670346
365	0.008139467917
366	0.00813572119
367	0.008127494444
368	0.008120869742
369	0.008116135994
370	0.008113569922
371	0.008110205711
372	0.008106888133
373	0.008100066785
374	0.008092804752
375	0.00808445149
376	0.008061028655
377	0.008058864913
378	0.008044280885
379	0.008042370783
380	0.008037536979
381	0.008034833207
382	0.008012772413
383	0.008005984203
384	0.007999745589
385	0.007995530176
386	0.007990966129
387	0.007987181285
388	0.007983642334
389	0.007980944067
390	0.007960287496
391	0.007955404413
392	0.007943308388
393	0.007940398142
394	0.007937713177
395	0.007935191575
396	0.007930790944
397	0.00792925209
398	0.007921216998
399	0.007900748235
400	0.007891841933
401	0.007886139606
402	0.007881712693
403	0.007878654465
404	0.007877131311
405	0.007874400173
406	0.007869288139
407	0.00786642363
408	0.007864961517
409	0.007862568308
410	0.007847267671
411	0.007844295949
412	0.007841382972
413	0.007838914413
414	0.007833732674
415	0.007831847993
416	0.007828335043
417	0.007824736144
418	0.007821496505
419	0.007819430629
420	0.007817122131
421	0.00781352184
422	0.007796533226
423	0.007778303113
424	0.00777585024
425	0.007771063001
426	0.007767949569
427	0.007765329221
428	0.007749334214
429	0.007746188344
430	0.007736067232
431	0.007726455269
432	0.007716960213
433	0.007713531068
434	0.007708980885
435	0.007705303701
436	0.007701289957
437	0.007698780934
438	0.007693490612
439	0.007690892082
440	0.007670404664
441	0.007658783803
442	0.007656277624
443	0.007647298263
444	0.007638848935
445	0.00763622655
446	0.007633491747
447	0.007617994101
448	0.007616071421
449	0.007611074125
450	0.007602109437
451	0.007600650461
452	0.007599260524
453	0.007596865728
454	0.007594338438
455	0.007591386039
456	0.007589733501
457	0.00758710817
458	0.007584438889
459	0.007581990814
460	0.007580339094
461	0.007578361878
462	0.00756667964
463	0.007563851079
464	0.007555380961
465	0.007550878312
466	0.007549461069
467	0.007547989582
468	0.007542371503
469	0.007539630318
470	0.00753738681
471	0.00753589173
472	0.007521472148
473	0.007517338393
474	0.007512745599
475	0.007506470471
476	0.007501375169
477	0.007498838589
478	0.007497317597
479	0.00749303054
480	0.007486434846
481	0.007483541421
482	0.007481153909
483	0.007479563322
484	0.007477517708
485	0.007471976495
486	0.007469382277
487	0.007467873434
488	0.007464753346
489	0.007463251075
490	0.007460400332
491	0.00745823326
492	0.007454177466
493	0.00745231004
494	0.007451027009
495	0.007446379969
496	0.007444567388
497	0.00744291642
498	0.007438214552
499	0.007436582712
